title,author,year,issue,word_count,content,leader_period,economic_era,decade,log_word_count
새로운 동력원천을 얻어내는것은 현시기 경제건설의 필수적과제,로철송,2014,4,903,"세계적으로 인구가 끊임없이 증가하고 경제가 발전하는데 따라 에네르기에 대한 수요가 빠른 속도로 늘어나고있다. 더욱더 늘어나는 에네르기에 대한 수요를 원만히 충족시키는것은 인류의 생존과 경제의 지속적인 발전을 보장하는데서 절실한 문제로 나선다.

지금 인류가 동력으로 리용하고있는 에네르기는 화석에네르기, 재생에네르기, 핵에네르기이다.

국제에네르기기구의 자료에 의하면 2011년 현재 세계 전기생산량에서 석탄과 원유, 천연가스 등 전통적인 에네르기를 리용한 전기생산량은 근 69%, 재생가능한 에네르기를 리용한 전기생산량은 17%, 핵에네르기를 리용한 전기생산량은 14%를 차지하였다.

그런데 지금 주요 에네르기자원으로 리용되고있는 화석에네르기는 당면하게 또는 전망적으로 볼 때 늘어나는 에네르기에 대한 수요를 해결하는데서나 그리고 인류의 생존과 발전, 번영에 이바지하는데서 커다란 제한성을 가지고있다. 이러한 제한성을 극복하고 에네르기문제를 원만히 해결하자면 새로운 동력원천을 얻어내지 않으면 안된다.

위대한 령도자 김정일동지께서는 다음과 같이 지적하시였다.
《앞으로 석탄과 원유는 경제가 발전함에 따라 일정한 기간이 지나면 고갈될것입니다. 이것은 불가피한 일입니다. 그러므로 새로운 동력원천을 얻어내는것은 경제건설의 필수적인 과제라고 말할수 있습니다.》(《김정일전집》 제1권 481페지)

새로운 동력원천을 얻어내는것이 경제건설의 필수적인 과제로 나서는것은 무엇보다먼저 지금 인류가 크게 의존하고있는 원유, 석탄과 같은 에네르기자원이 고갈성자원이라는것과 관련된다.

지금 세계 많은 나라들은 여전히 원유, 석탄과 같은 전통적인 에네르기자원에 의거하여 연료, 동력문제를 해결하고있다. 그런데 이러한 화석에네르기자원은 어디까지나 한계가 있는 천연자원인것만큼 절대적으로 제한되여있을뿐아니라 오랜 기간에 걸쳐 대대적으로 채취, 리용한것으로 하여 급격히 줄어들고있다.

자료에 의하면 앞으로 인류가 지금처럼 화석에네르기자원을 계속 소비한다면 원유는 40여년, 천연가스는 50여년, 석탄은 200여년이면 바닥이 날것이라고 한다.

이것은 전망적으로 볼 때 고갈되여가는 화석에네르기자원에 의거해서는 늘어나는 에네르기에 대한 수요를 원만히 해결할수 없다는것을 보여준다.

에네르기에 대한 수요와 소비는 주로 경제의 장성과 인구의 증가에 의존하는것만큼 경제가 발전하고 인구가 늘어나면 그에 맞게 에네르기자원을 해결하는것이 필수적요구로 나선다.

오늘 세계적으로 경제장성률이 일정하게 높아지고 인구도 계속 늘어나고있는 조건에서 에네르기에 대한 수요도 계속 증가하고있다. 그러나 그 원천은 제한되여있다.

현재 세계 총에네르기소비량에서 절반이상을 차지하는 원유만 보더라도 개발리용된 력사가 오래고 특히 최근 수십년간에 걸쳐 많이 채취한것으로 하여 크게 즐어들었다.

지금 세계적으로 원유생산과 소비사이에 심한 불균형이 생기고 그에 따라 원유가격이 계속 높아지고 있는것은 이러한 사정을 반영한것이라고 볼수 있다.

원유, 석탄과 같은 화석에네르기자원이 날이 감에 따라 고갈되는것이 불가피한것만큼 그것을 대신할수 있는 새로운 동력원천을 얻어내지 않으면 안된다.

새로운 동력원천을 얻어내는것이 현시기 경제건설의 필수적과제로 나서는것은 또한 원유, 석탄과 같은 화석에네르기에 기초한 경제가 대기중에 이산화탄소를 대량 방출함으로써 지구생태환경을 파괴하는것과 같은 부정적후과를 가져오것과도 중요하게 관련된다.

화석연료에 의한 전통적인 에네르기생산은 지구온난화를 초래하는 이산화탄소를 대량적으로 내보낸다.

국제에네르기기구는 지금의 에네르기자원소비량이 계속 유지되는 경우 2030년에 세계적인 이산화탄소방출량은 1990년의 거의 2배에 달하게 될것이라고 발표하였다.

화석연료의 연소과정에 생기는 이산화탄소는 기온상승을 가져오는 온실효과에 가장 큰 영향을 미친다.

이산화탄소 등 온실효과가스방출량이 늘어남에 따라 세계적범위에서 지구온난화과정이 급속히 추진되고있다.

전문가들은 지금의 지구온난화현상이 그대로 지속되는 경우 
										21세기말에 가서 세계평균기온이 가장 무더운 해로 기록된 1998년보다 4℃ 더 높아질것이라고 예측하였다.

지구온난화는 지구표면의 온도가 높아지는 현상으로서 그 가장 중요한 요인은 어디까지나 이산화탄소와 같은 온실효과가스방출량이 증대되고 축적되여 그 농도가 높아지는데 있다.

지구온난화가 심해짐에 따라 지구의 생태환경이 심히 파괴되고있다.

생태환경은 사람을 둘러싸고있는 자연 및 생활환경으로서 사람들의 정상적인 생명활동과 인류사회발전의 필수적이며 항구적인 조건이다. 그러므로 생태환경이 파괴되면 사람들의 생존과 활동, 사회경제발전에 커다란 위험이 생기고 인류사회의 정상적인 발전이 심히 제한을 받게 된다.

오랜 기간에 걸치는 원유, 석탄과 같은 화석연료의 소비로 인한 이산화탄소의 대량적인 방출에 의하여 초래된 지구온난화는 오늘 생태환경을 파괴하는 주되는 요인으로 되고있다.

지구온난화가 생태환경을 파괴하는데 주는 가장 심각한 영향은 그것이 기후변동과 이상기후현상을 가져오는데 있다.

기후변동과 이상기후현상에 의한 생태환경파괴는 오늘 세계적으로 인류의 생존과 안정을 엄중히 위협하고 경제발전에 커다란 저애를 주고있다.

이상기후현상으로 지구의 대기온도가 높아짐에 따라 방대한 규모의 토지가 사막화되고 세계 많은 나라와 지역들에서 전례없는 열파와 심한 가물, 무더기비와 큰물, 폭풍과 폭설 등과 같은 현상이 자주 일어나고있으며 이것은 농산물생산에 커다란 지장을 줌으로써 식량위기를 초래하고 있다.

식량부족으로 겪게 되는 재난인 식량위기는 전쟁이나 자연재해 등이 그 요인으로 될수 있고 해당 나라의 경제정책과 같은 사회경제적요인에 의해서도 빚어질수 있다.

새 세기에 들어와서 심화되고있는 식량위기에는 이상기후현상에 의한 자연재해의 심화, 국제알곡시장에서의 투기행위의 성행, 미국을 비롯한 서방자본주의나라들의 알곡을 리용한 생물연료의 대대적인 생산, 세계인구의 빠른 장성에 의한 식량수요의 급격한 장성과 식량가격의 등귀 등 여러가지 요인들이 작용하고있다. 이러한 요인들가운데서 특히 이상기후의 영향으로 인하여 토지의 사막화와 자연재난으로 부침땅면적이 크게 줄어들고 농업생산이 퇴보함으로써 알곡생산이 많이 줄어든것이 주되는 요인의 하나로 되고있다.

지금 이상기후현상으로 빚어지고있는 식량위기는 전례없이 심각한것으로 되고있다.

세계적으로 먹을것이 없어 수천만명의 사람들이 굶어죽고있으며 수억의 인구가 굶주림에 허덕이고있다.

지구온난화와 이상기후현상은 자연재해와 여러가지 질병을 초래하고 그로하여 목숨을 잃는 사람들의 수가 늘어나고있다.

생태환경파괴는 또한 동식물들의 생존공간을 줄이고 그것들을 사멸시키고있다.

화석연료위주의 에네르기자원소비구조는 지구의 생태환경을 심히 파괴할뿐아니라 원유로 인한 국제적분쟁을 산생시켜 세계정세를 끊임없이 불안정하게 하고있다.

원유를 비롯한 에네르기자원을 독점하기 위한 미국의 침략과 간섭책동, 원유소비대국들사이의 치렬한 경쟁으로 하여 세계 수많은 나라와 지역들에서 분쟁이 지속되고있다.

주요 원유생산국들에서의 불안정한 정치정세를 비롯한 여러가지 원인으로하여 원유의 공급이 수요와 심히 배리되고 그 가격이 끊임없이 높아지고있으며 이것은 국제적으로 새로운 원유위기에 대한 불안과 우려를 가져오고 있다.

이처럼 원유, 석탄 등 화석연료위주의 에네르기자원소비구조는 전망적으로 늘어나는 에네르기에 대한 수요를 보장하는데서나 지구의 생태환경을 보장하며 인류의 생존과 안정된 사회경제발전을 보장하는데서 커다란 제한성을 가지고있다.

이로부터 오늘 늘어나는 에네르기에 대한 수요를 원만히 충족시킬뿐아니라 인류의 생존자체를 위협하는 이산화탄소에 의한 재난적인 환경오염과 파괴를 가져오지 않는 새로운 동력원천을 얻어내는것이 필수적이며 절박한 과제로 나선다.

고갈되여가는 화석연료를 전략적인 동력원천으로 리용할수 없게 되고 그것이 생태환경을 심히 파괴함으로써 인류의 생존과 사회경제발전에 심각한 후과를 가져오는 조건에서 그것을 혁신하여야 할 현실적이며 절박한 요구를 반영하여 출현한것이 록색에네르기자원이다.

수력과 태양열, 풍력, 지열, 생물질에네르기, 파도에네르기 등과 같은 록색에네르기자원은 인류가 영구적으로 리용할수 있는 재생에네르기자원들이다.

록색에네르기자원의 여러가지 형태들은 재생가능하고 그 원천이 풍부한것으로 하여 개발잠재력이 크고 깨끗하며 에네르기 자원으로서의 리용가치도 높다.

그러나 록색에네르기자원은 그 개발리용에서 자연지리적, 기후적조건의 영향을 많이 받는다.

그것들은 자연력을 원천으로 하고있기때문에 주기적특성을 띠거나 지역적으로 고르롭지 못하며 이로부터 에네르기에 대한 수요를 중단없이 지속적으로 그리고 지역에 관계없이 원만히 보장하는데서 일정한 제한성을 가진다.

또한 개개의 록색에네르기자원으로서는 절대적으로 큰 출력의 에네르기를 얻기 힘들다.

생물연료와 같은 일부 록색에네르기자원의 개발은 사람들의 경제생활과 환경에 부정적인 영향을 주는것들도 있다.

그리고 록색에네르기자원은 그 개발과 리용을 위한 기술이 아직 응당한 높이에 이르지 못하고 초기투자와 원가가 많이 드는것으로 하여 널리 도입되지 못하고있다. 이것은 록색에네르기자원도 에네르기문제를 해결하는데서 실용성이 적다는것을 보여준다.

우리는 록색에네르기자원을 널리 개발리용하면서 심각해지는 기후변화에도 대처할수 있고 늘어나는 에네르기에 대한 수요를 원만히 해결하는데서 보다 실용적인 동력원천을 얻기 위한 사업을 적극 벌려나가야 할것이다.",KJU,byungjin_sanctions,2010s,6.806829360392176
정보봉사기관들의 경영전략작성에서 나서는 중요문제,부교수 최창수,2013,4,497,"새 세기 최첨단돌파전이 힘있게 벌어지고있는 오늘 정보봉사사업은 지식경제강국건설의 강력한 추동력으로 되고있다.

정보봉사기관들과 단위들에서 정보봉사사업을 활발하게 벌려나가자면 옳바른 경영전략을 세우고 그 실현을 위한 투쟁을 힘있게 밀고나가야 한다.

위대한 령도자 김정일동지께서는 다음과 같이 지적하시였다.
《...생산을 정상화하려면 경영전략을 바로세워야 합니다.》

정보봉사기관들과 단위들에서 봉사경영전략을 정확히 세우는것은 정보봉사사업을 과학적으로, 합리적으로, 효률적으로 하며 끊임없이 개선하기 위한 선차적인 과업으로 된다.

정보봉사경영전략은 국가적인 정보봉사발전전략에 기초하여 정보봉사기관들과 단위들에서 봉사활동을 개선하기 위한 책략을 세우는것을 기본내용으로 한다.

정보봉사경영전략은 해당 단위의 봉사활동전반을 포괄하여 종합적으로 세울수도 있고 해당 단위의 사업특성에 따라 봉사사업전반에 영향을 주는 어느 한 측면을 대상으로 하여 세울수도 있다. 봉사활동의 어느 측면을 대상으로 하는가에 따라 정보제공전략, 정보수요연구전략, 정보예측전략, 정보평가전략으로 구분하여 세울수도 있고 정보제품생산과 판매의 공정별내용에 따라 정보제품의 선정 및 연구개발전략, 정보제품생산전략, 정보제품의 보급 및 판매전략 등으로 구분하여 세울수도 있다. 뿐만아니라 정보봉사기관들의 경영활동의 측면별관리내용에 따라 설비관리전략, 인재관리전략, 품질관리전략, 자재 및 제품관리전략, 재정관리전략, 정보사업성과관리전략 등으로 구분하여 세울수도 있다.

정보봉사경영전략을 세우는데서 나서는 중요한 문제는 무엇보다도 정보봉사기관들과 단위들에서 당의 로선과 정책을 지침으로 하고 국가의 정보봉사발전전략에 기초하여 경영전략을 작성하는것이다.

당의 로선과 정책은 모든 부문, 모든 단위에서 튼튼히 틀어쥐고나가야 할 유일한 지도적지침이다. 그러므로 경영전략을 세우는데서는 당의 로선과 정책을 무조건 철저히 관철하는데 중심을 두어야 한다.

정보봉사기관들과 단위들에서는 당의 로선과 정책을 철저히 관철하는데 이바지할수 있는 전략작성에 절실히 필요한 여러가지 정보들을 제때에 정확하게 수집하여 보급할수 있게 봉사경영전략을 세워야 한다. 뿐만아니라 국가의 전망적인 정보봉사발전전략과 계획에 기초하여 해당 단위의 사명과 임무, 특성에 맞게 봉사활동을 벌려나갈수 있도록 봉사경영전략을 책략적으로 세워야 한다.

다음으로 정보제품의 개발과 연구, 생산과 봉사 및 류통의 모든 공정들에서 새 세기 산업혁명의 요구에 맞게 최첨단돌파전을 힘있게 벌려 세계적인 경쟁에서 이길수 있도록 경영전략을 세우는것이다.

정보제품의 개발과 연구, 생산과 봉사 및 류통의 매 공정은 국내적으로뿐아니라 국제적인 흐름과 발전추세에 민감하게 반응한다. 정보제품은 국내의 리용자들의 질적요구를 충분히 만족시키는것과 함께 다른 나라 수요자들에게도 만족을 주어야 한다. 정보제품은 다른 제품들에 비하여 갱신주기와 속도가 특별히 빠른 조건에서 다른 나라들과의 교류를 보다 심화시킬것을 요구한다. 그래야 제품의 질도 부단히 높일수 있다.

이와 같이 세계적인 발전추세에 맞게 정보제품의 질을 끊임없이 높여나가자면 최첨단돌파전을 벌려 세계를 앞서나갈수 있도록 매개 단위들에서 새로운 봉사형식과 방법을 받아들이고 봉사경영전략을 과학적으로, 합리적으로 세워야 한다. 여기서 중요한것은 매개 봉사기관들과 단위들에서 자기 단위의 고유한 봉사형식과 방법들가운데서 특색있는 형식과 방법들을 선정하고 봉사사업전반을 첨단의 지위에 올려세울수 있게 경영전략을 세우고 실속있게 실현해나가는것이다.

다음으로 정보봉사의 경영관리체계를 발전하는 현실에 적극 따라세우는것이다. 정보봉사단위들의 경영관리체계는 고정불변한것이 아니다. 모든 봉사기관들과 단위들에서는 당의 정책적요구를 정확히 구현하고 국가와 사회, 집단의 리익을 철저히 보장하면서 최대한의 실리를 얻을수 있는 정보제품을 개발하고 생산하며 봉사환경을 갱신할수 있게 경영관리체계를 끊임없이 개선해나가야 한다. 이와 함께 세계적인 정보봉사발전추세에 맞게 합리적인 봉사경영
										관리체계를 연구분석한데 기초하여 해당 봉사단위들의 구체적인 실정에 맞는 측면들을 봉사경영관리체계에 신속하게 받아들이는 사업도 능동적으로 벌려야 한다.

다음으로 정보봉사의 모든 결과가 최대한 빨리 실천에 구현되고 생산력으로 전환될수 있게 전략전술적의도를 가지고 경영전략을 세우는것이다.

당정책과 국가의 결정, 지시에 따라 정보를 해당 단위들에 정상적으로 보급해주는 경우에도, 수요자들의 요구에 따라 정보를 봉사해주는 경우에도 정보봉사의 모든 결과는 그것이 실천에 최대한 빨리 구현되여야만 의의가 있게 된다. 특히 과학기술정보나 경제정보를 비롯한 물질적결과가 나타나게 되여있는 봉사의 경우에는 그것이 계획된 기간에 정확히 경제력, 생산력으로 나타나거나 전환되여야만 실리가 보장되는것으로 된다. 이것은 실질적인 결과가 충분히 나타날수 있게 정보의 가공과 봉사를 창조적으로, 능동적으로 벌려나갈수 있는 폭넓은 경영전략을 세울것을 요구한다.

모든 정보봉사기관들과 단위들에서는 경영전략, 기업전략을 과학적으로, 합리적으로 세우고 실천해나감으로써 높은 정보봉사실적으로 당의 경제강국건설구상을 실현하는데 적극 이바지하여야 한다.",KJU,byungjin_sanctions,2010s,6.210600077024653
기술의 투자가치분석에 대한 연구,라숙영,2016,2,563,"오늘날 세계적범위에서 벌어지는 치렬한 국력경쟁은 곧 과학기술경쟁, 첨단기술개발경쟁이라고 말할수 있다.

그 어느 나라를 막론하고 국가의 생사존망과 련결된 첨단기술을 개발하기 위하여 막대한 자금과 자원을 총동원하고있다.

제한된 자원으로 나라의 경제발전전략에 맞게 효률적인 투자를 통하여 최단기간내에 세계적수준의 첨단기술을 개발, 획득하기 위하여서는 그에 대한 투자가치분석이 안받침되여야 한다.

위대한 령도자 김정일동지께서는 다음과 같이 교시하시였다.
《과학기술을 발전시키고 앞선 기술을 받아들여 생산을 늘이고 리윤을 많이 냈을 때에는 많은 몫을 공장, 기업소와 과학연구기관에 주어 과학기술발전자금과 기술혁신표창자금으로 리용하도록 하여야 하겠습니다.》(《김정일선집》 증보판 제13권 377페지)

경애하는 원수님의 경제강국건설구상과 의도에 따라 첨단기술개발구들을 내오고 그것을 본보기로 하여 경제전반을 지식경제로 전환시켜나가기 위한 사업이 활발히 벌어지고있는 우리 나라의 현실은 지적자원으로서의 기술개발과 기술획득을 위한 투자가치분석과 평가를 옳게 진행해나갈것을 요구하고있다.

오늘 국제적으로 첨단기술개발과 기술획득을 위한 투자가치분석에서는 여러가지 투자가치평가체계와 방법론들이 개발적용되고있다.


① 기술과 기술의 가치

일반적으로 기술이란 자연을 정복하고 개조하기 위한 사람들의 목적의식적인 실천행정에서 형성되고 발전한 로동수단과 기능의 총체로서 기업의 견지에서 보면 제품의 생산, 판매에 필요되는 제품기술, 공정기술, 경영기술의 세가지 형태로 구성된다.

기존의 기술에 비해 새로운 기술적요소 또는 과학적지식을 추가하면서 창조되는 기술은 시대가 발전하고 시간이 흐름에 따라 반드시 로화되는것이 과학과 차이나는 중요한 특징의 하나라고 말할수 있다.

기술은 상품적가치를 전제로 하는 지적재산으로서 그 류형은 매우 다양하다. 이가운데서 법적으로 소유권을 인정받아 보호를 받을수 있는 지적재산을 지적소유권이라고 하며 여기에는 특허권, 실용신안권, 설계권, 상표권, 저작권 등이 포함된다. 지적소유권으로 인정받지 못한 기술들은 대다수 기술가치평가의 대상으로 될수 없다.

세계적으로 기술가치에 대하여 학자들마다 여러가지로 정의하고있다.

기술가치에 대해 가장 널리 적용되는 개념은 투자가의 견지에서 본 기술의 경제적수익성이다.

경제적의미에서 볼 때 기술의 가치는 매매 혹은 교환의 기준으로 되는 기술의 가치로서 대체로 기술의 시장가격을 교환가치로 보고있다.

그러나 지적재산인 새로운 기술은 일반 실물제품과 달리 초기시장을 형성하는데서는 많은 어려움이 존재하므로 시장에서 기술의 교환가치를 결정하기는 매우 힘들다.


② 기술의 투자가치분석에 영향을 주는 요인

기술개발 및 기술획득을 위한 투자가치분석에서 중요한것은 기술투자가치에 영향을 주는 다양한 요인들에 대하여 잘 아는것이다.

기술의 투자가치에 영향을 주는 요인들가운데서 평가목적에 관계없이 작용하는 가장 중요한 요인들은 국가의 전략적 및 사회적요인, 경제적요인이다.

첫째로, 국가나 기업이 추구하는 전략적인 목표에 따라 기술의 가치는 서로 다르게 표현될수 있다. 이를 위해 중요하게 적용되는 평가지표를 보면 전략적중요성과 기존의 지적재산들과의 조화성을 들수 있다.

국가나 기업들은 우선 자기가 보유하고있는 기술들의 우점과 기술적잠재력, 투자하게 될 기술이 효과적인 결합을 이루어낼수 있는가를 분석하게 되며 또한 국가나 기업이 추진하고있는 연구개발계획들과 호상 조화를 이룰수 있는가에 대해서도 분석하게 된다.

또한 다른 사업분야와의 호상 유기적련관성, 연구개발집단의 능력, 연구개발집단의 지휘체계와 지휘능력도 분석하게 된다.

둘째로, 기술의 가치를 평가할 때 기술의 기술적측면에 대해 분석하게 된다.

기술적측면에서의 분석에서 리용되는 평가지표들을 보면 주로 다음과 같다.

우선 기술이 혁신적인 새 제품개발을 위한것인가 아니면 제조공정상에서의 생산원가를 절약하기 위한 기술인가를 판단하는 기술
										목표지표가 있다.

또한 기술이 새로 개발된 첨단기술인가 아니면 이미 있던 기술인가 혹은 경쟁기술들과 비교하는 경우 새로운 기술에 속하는가 기술의 대체 혹은 모방가능성이 있는가를 분석하는 기술수명지표가 있다.

또한 기술의 응용가능성, 상업적인 허가가능성, 추가기술개발의 필요성 등을 분석하는 기술완성도지표가 있다.

또한 기존의 기술 혹은 새로운 기술들과 조화될수 있는가, 기반기술인가 아니면 주변기술인가, 주도적인 기술인가 아니면 보완적인 기술인가를 판단하게 하는 기술의 련관성지표가 있다.

또한 기술개발에 의해 지식축적가능성이 있는가 혹은 새로운 기술이 새로운 산업을 개척할 가능성이 있는가를 분석하게 되는 기술의 파급효과지표가 있다.

셋째로, 기술가치가 실현되는것은 시장에 의해서 결정되게 된다.

각이한 기술가치평가모형들을 통해 기술의 투자가치를 분석할 때 기술적측면에 대한 분석을 충분히 할수 있을 때 시장에서의 최종가치를 평가할수 있게 된다. 뿐만아니라 시장에서의 정확성이 없이 수많이 존재하는 불리한 조건들로 하여 기존의 제품 및 공정기술을 개량한 제품 및 공정개선기술들에 비해 새로운 제품 혹은 봉사기술에서는 이러한 시장에서의 최종가치분석을 매우 중요한것으로 보고있다.

시장에서의 최종가치분석에서 리용되는 평가지표들을 본다면 현재 또는 잠재적인 시장의 규모를 측정하는 시장규모지표, 경쟁기술제품 혹은 봉사와 비교하여 시장점유률의 증가속도를 분석하는 시장확대속도지표, 류통체계, 판매와 관련된 인적자원, 통신기술, 물자류통체계 등 영업관련부문의 경쟁력을 확보할수 있는 하부구조를 분석하는 시장관련 하부구조지표와 소비자의 인식을 비롯한 기타 시장환경요인 등을 들수 있다.",KJU,byungjin_sanctions,2010s,6.335054251498059
