division_number,president,title,date,location,kind,speech_text,era,regime_type,type_group,n_chars,n_tokens,topic_scope
1305368,박정희,제5대 대통령 취임식 대통령 취임사,1963.12.17,국내,취임사,"


단군성조가 천혜의 이 강토 위에 국기를 닦으신지 반만년, 연면히 이어온 역사와 전통위에, 이제 새 공화국을 바로 새우면서, 나는 국헌을 준수하고 나의 신명을 조국과 민족앞에 바칠 것을 맹서하면서, 겨레가 쌓은 이 성단에 서게 되었읍니다.


나의 사랑하는 삼천만동포들이여! 


나는 오늘 영예로운 제3공화국의 대통령에 취임하면서 이 중대한 시기에 나를 대통령으로 선출해 주신 국민 여러분에게 감사드리며, 보람 있는 이 날의 조국을 보전하기에 생명을 바치신 순국선열과 공산침략에서 나라를 지켜온 충용스러운 전몰장병, 그리고 독재에 항거하여 민주주의를 수호한 영웅적인 4월혁명의 영령앞에 나의 이 모든 영광을 돌리고자 합니다.


한편 나는 국내외로 매우 중요한 이 시기에 대통령의 중책을 맡게 됨에, 그 사명과 책무가 한이 무거움을 깊이 통감하고, 자주와 자립과 번영의 내일로 향하는 민족의 우렁찬 전진의 대오 앞에 겨레의 충성스러운 공복이 될 것을 굳게 다짐하는 바입니다. 


아세아의 동녘에 금수강산이라 불리우는 한반도에, 선조의 거룩한 창국의 뜻을 받아, 찬란한 문화로 자라난 배달의 겨레가 오천년의 역사를 지켜온 이땅이 우리들의 조국입니다. 


한 핏줄기 이 민족의 가슴속에 붉은 피 용솟음치는 분발의 고동과 약진의 맥박은 결코 멈추지는 않았던 것입니다. 반세기의 고된 역정은 밟았으되, 일본제국주의에 항쟁한 3ㆍ1독립정신은 조국의 광복을 쟁취하였고, 투철한 반공의식은 6ㆍ25 동란에서 공산침략을 분쇄하여 강토를 보위하였으며, 열화같은 민주적 신념은 4월혁명에서 독재를 물리쳐, 민주주의를 수호하였고, 이어 5월혁명으로 부패와 부정을 배격함으로써 민족정기를 되찾아, 오늘 여기에 우람한 새 공화국을 건설하기에 이른 것입니다. 


그러나 오늘 우리가 당면한 현실은, 결코 목적지 도달의 안도가 아니며, 준험한 노정에의 새 출발인 것입니다. 


4월혁명으로부터 비롯되어 5월혁명을 거쳐 발전된 1960년대우리 세대의 한국이 겪어야만 할 역사적 필연의 과제는 정치ㆍ경제ㆍ사회ㆍ문화 모든 분야에 걸쳐 조국의 근대화를 촉성하는 것이며, 이를 위여 우리는 조성된 계기를 일실함이 없이 성공적으로 이 과업을 성취시키는 데 범국민적인 노력이 있어야 할 것입니다. 


이제 여기에 3, 1정신을 받들어 4, 19와 5, 16의 혁명이념을 계승하고 당위적으로 제기된 바 민족적인 제과제를 수행할 것을 목표로 나는 오늘 이 뜻깊은 자리를 빌어, 일대혁신운동을 제창하는 바이며, 아울러 이에 범국민적 혁명대열에의 적극적 호응과 열성적인 참여있기를 호소하는 바입니다. 


인간사회에는 피땀 어린 노력의 지불 없는 진보와 번영이란 존재하지 않는 것입니다. 


격동하는 시대, 전환의 시점에 서서, 치욕과 후진의 굴레를 벗어나기 위 오늘의 세대에 생존하는 우리들의, 생명을 건 희생적 노력을 다하지 않는 한, 내 조국, 내 민족의 역사를 뒤덮은 퇴영의 먹구름은 영원히 걷히지 않을 것입니다. 


정치적 자주와 경제적 자립, 사회적 융화안정을 목표로 대혁신운동을 추진함에 있어서 우리는 먼저 개개인 정신적 혁명을 전개하여야 하겠읍니다. 


국민은 한 개인으로부터 자주적 주체의식을 함양하며, 자신의 운명을 스스로 개척한다는 자립, 자조의 정신을 확고히 하고, 이 땅에 민주와 번영, 복지사회를 건설하기에 민족적 주체성과 국민의 자발적 적극참여의 의식, 그리고 강인한 노력의 정신적 자세를 바로잡아야 하겠읍니다. 


불의와의 타협을 배격하며, 부정부패의 소인을 국민 스스로가 절개청산해야 하겠읍니다.


탁월한 지도자의 정치적 역량이나. 그의 유능한 정부라 할지라도 국민대중의 전진적 의욕과 건설적 협조 없이는 국가사회의 안정도 진보도 기대할 수 없는 것입니다. 


오늘의 시점에서 우리들의 최대의 적은 선거과정에서의 상대정적이나 대립정당도 아니며, 바로 비협조와 파쟁으로 인한 정치적 사회적 불안정 그 자체인 것입니다. 


나는 여기에 대혁신운동의 정치적 목표의 일환으로 정치적 정화운동을 통한 새로운 차원의 정치활동양상을 시현하고 국가공동목적을 위한 협조의 전통을 세워 나가고자 합니다. 


우리는 오늘 여기서 중단도 후퇴도 지체의 여유도 없읍니다. 방관과 안일, 요행과 기적을 바라며, 공론과 파쟁으로 끝끝내 국가를 쇠잔케 한 곤욕의 과거를 되풀이 할 수는 없는 것 입니다. 


민주주의 정치제도 운용의 역사가 얕다거나, 시행착오라고 하기에는 너무나 막중한 부담과 희생을 지불한 우리들이기에, 여기에 또다시 강력정치를 빙자한 독재의 등장도, 민주주의 를 도용한 무능, 부패의 재현도 단연 용납될 수 없는 것입니다. 


여하한 이유로서도 성서를 읽는다는 명목아래 촛불을 훔치는 행위가 정당화될 수는 없는 것입니다. 


새 공화국의 대통령으로서 나는 국민 앞에 군림하여, 지배하려 함이 아니요, 겨레의 충복으로 봉사하려는 것입니다. 


시달리고 피곤에 지쳐가는 동포를 일깨워 용기를 돋우며, 정의깊은 대중의 벗으로 격려와 의논과 설득으로 분열과 낙오없는 대오의 향도가 되려는 것입니다. 그리하여 국민이 지워준 멍에를 성실히 메고 이끌어, 고난의 가시밭을 헤쳐 새 공화국의 진로를 개척해 나갈 것입니다. 


오늘날의 민주주의는 선거에서 패배한 소수자의 의견을 존중하고 또 그를 보호하는데 더욱 의의가 있는 것입니다. 


선거에서 승리한 집권당이 평면적 종다수의결방식을 근거로 만능, 우월의식에서 독선과 횡포를 자행하며, 소수의 의사를 유린할 때, 이 나라 민주주의 전도에는 또 다른 비극의 씨가 배태될 것입니다. 또 일방진부한 관록이나 허망한 권위의식에서, 대국을 망각한 소아병적 도발로 정쟁을 벌리고, 정국을 어지럽히며, 사회를 혼란시킨다면, 이 나라는 또 다시 역사의 뒤로 후퇴하는 슬픈 결말을 초래할 수밖에 없을 것입니다. 


자제와 책임을 수반하는 민주적 정치질서를 확립해 가면서, 대중의 이익에 벗어나는 시책이나, 투명치 못한 정치적 처사에 대하여는 정당한 비판과 당당히 반대할 수 있는 자유가 최대한 보장되어야 할 것입니다. 


그리하여 본인과 새 정부는 정치적 행동양식에 있어서, 보다 높은 윤리규범을 정립하여, 극렬한 증악감과 극단적 대립의식을 불식하고, 여야의 협조를 통해 의정의 질서와 헌정의 상궤를 바로잡을 것이며, 유혈보복으로 점철된 역사적 악유산을 청산하고, 평화적 정권교체를 위한 복수정당의 발자한 경쟁과 신사적 정책대결의 정치풍토조성에 선도적 역할을 다할 것 입니다. 


 이 세기의 초로부터 시작된 험난한 역정과 살벌한 시류, 일제에의 병탄과 40년의 식민지통치, 종전과 더불어 밀려온 퇴폐한 외래풍조의 급격한 침윤, 6, 25전란과 혼돈, 궁핍속에 두 차례의 혁명, 이 오욕된 반세기는 이 나라 사회의 전통적 미풍과 양속을 짓밟아 도의는 타락되고, 사상분열과 정치적 대립 그리고 사치와 낭비, 허영과 안일, 반목과 질시속에 사회는 만성적으로 불안하며 민심은 각박해지기만 했읍니다. 이에 대혁신운동은 대중사회의 저변으로부터 사회적 청조운동의 새 물결을 이끌어 들여, 이 모든 오염과 악풍을 세척하고, 선대가 평화속에 이루었던 전원적 향토를 되찾아 선린과 융화의 새 사회건설을 촉진시킬 것입니다. 그리하여 신의와 「건전한 상식」이 지배하며, 노력과 대가가 상등하는 형평의 사회, 성실한 근로만이 영예롭게 살 수 있는 사회를 이룩할 것입니다. 


민주정치는 몇 사람의 지도자나, 특수계층의 교양에 의해 가능한 것이 아니라, 개인의 자각과 책임, 그리고 상호의 타협과 관용을 통한 사회적 안정속에서 이루어지는 것입니다. 


국민은 질서속에 살며, 정부로부터의 시혜를 기대하기에 앞서, 스스로의 의무를 다하며, 때늦은 후회이전에 현명하고 용감하게 권리의 자위를 도모하기에 힘써야 하겠읍니다. 또한 대국적 안목과 이성적 통찰로서 「초가삼간의 소실」을 초래하는 우를 범하는 일이 없어야 하겠읍니다. 


질서와 번영있는 사회에 영광된 새 공화국 건설의 기치를 높이 들고, 다시는 퇴영과 빈곤이 없는 내일의 조국을 기약하면서, 나는 오늘 사랑하는 동포앞에 다시한번 「민족의 단합」을 호소하는 바입니다. 지금 우리는 조국의 근대화라는 막중한 과업을 앞에 두고, 불화와 정쟁과 분열로 정체와 쇠잔을 되풀이 할 것인가, 아니면 친화와 협조와 단합으로 민족적인 공동의 광장에서 새로 대오를 정비할 것인가의 기로에 선 것입니다. 또한 한 핏줄기의 겨레, 우리는 이미 운명을 함께 한 「같은 배」에 탄 것입니다. 파쟁과 혼란으로 표류와 난파를 초래하는 것도, 협조와 용기로써 희망의 피안에 닻을 내리는 것도 오로지 우리들 스스로의 결의에 달려 있는 것입니다. 


동포 여러분의 현명한 결단과 용맹을 촉구하는 바입니다. 


친애하는 애국동포 여러분! 


오늘 역사적인 새 공화국 탄생의 성전에 임해, 이날의 환희를 함께 하지 못하며, 자칫 우리의 뇌리에서 소원해 가기 쉬운 북한 일천만동포의 노예상태에 대해, 이땅에서 자유를 향유하는 우리들의 경각을 높이고자 합니다. 


본인과 새 정부는, 안으로는 조속히 견실한 경제ㆍ사회적 토대를 이룩하고, 현군사력의 유지와 발전을 포함한 단합된 민족의 힘을 결속할 것이며, 밖으로는 유ㆍ엔과 자유우방, 그리고 전세계 자유애호 인민들과의 유대를 공고히 하여 여하한 상황과 조건하에서도 공산주의에 대항, 승리할 수 있는 민주적 역량과 민족진영의 내실을 기하여 우리의 숙원인 민족통일의 길로 매진할 것입니다. 


나는 이 자리에서 우리가 당면한 현실적인 제문제를 일일이 논급하지는 않겠읍니다. 


그러나 경제문제를 비롯한 난국타개의 숙제는, 이미 공약을 통해 자청한 바 있으며, 신정부 는 이를 위하여 능률적 태세로서 문제해결에 임할 것입니다. 


시급한 민생문제의 해결, 그리고 민족자립의 지표가 될 경제개발5개년계획의 합리적추진 은 중대한 국가적 과제로서 여야협조와 정부, 국민간의 일치단합된 노력으로서 그 성과를 기대할 수 있을 것입니다. 


우리는 우리가 세운 목표를 향하여 인내와 자중으로 성실하고 근면하게 살아 나가는 근로정신의 소박한 생활인으로 돌아가, 항상 성급한 기대의 후면에는 허무한 낙망이 상접함을 명심하고, 착실한 성장을 꾀하는 경제국민이 되어야 하겠읍니다. 


이제 여기에 우람한 새 공화국의 아침은 밝았읍니다. 침체와 우울, 혼돈과 방황에서 우리 모든 국민은 결연히 벗어나, 「생각하는 국민」 「일하는 국민」 「협조하는 국민」으로 재기합시다. 


새로운 정신, 새로운 자세로서 희망에 찬 우리의 새 역사를 창조해 나갑시다. 


끝으로 하나님의 가호속에 탄생되는 새 공화국의 전도에 영광있기를 빌며, 이 식전에 참석 하신 우방친우들에게 감사의 뜻을 표함과 아울러 동포 여러분의 건투와 행운있기를 축원하는 바입니다.


감사합니다.

",military_regime,authoritarian,inaugural,5105,1176,foreign_or_security
1305875,박정희,제6대 대통령 취임사,1967.07.01,국내,취임사,"단군성조가 천혜의 이 강토에 국기를 닦으신지 반만년, 연면히 이어온 역사와 전통위에 이제 대한민국 제 6대 대통령으로 취임하면서, 나는 국헌을 준수하고, 나의 신명을 조국과 민족앞에 바칠 것을 맹세하며, 겨레가 쌓은 이 성단에 서게 되었습니다. 

 

나는 나의 이번 임기에 속하는 앞으로의 4년간이 이나라의 자주와 자립과 번영이 안착하는 대망의 70년대를 향한 중대한 시기임을 깊이 명심하고, 책임이 한없이 무거움을 통감하며, 일하는 대통령으로서 조국근대화작업에 앞장서서, 충성스럽게 나라와 겨레를 위해 봉사할 것을 굳게 다짐하는 바입니다. 


친애하는 국내외동포여러분!


우리 대한민국은 탄생한지 얼마 안되는 신흥국가입니다. 그러나 우리의 역사는 수없이 많았던 외세의 침략을 전국민적인 항쟁으로 격퇴한 억센 민족이며, 인내와 끈기로 고난을 이겨낸 생명력과 창조력을 지닌 민족임을 말해주고 있읍니다. 백년전의 쇄국과 고립이 백년의 고난과 정체를 가져오기는 하였읍니다만, 이제 한국은 그 새로운 민족사를 개척하고, 아시아에서 뿐만 아니라, 세계에 있어서 중요한 공헌을 할 시기가 다가왔다고 생각합니다. 


오늘날 우리는 아시아에 있어서 새 물결을 일으키고 있읍니다. 그것은 신생국이 예속과 정체를 박차고, 정치적 독립과 경제적 자립을 성공적으로 달성하는 본보기를 보이는 일이며, 민주주의가 공산주의보다 더욱 능률적인 경제발전을 이룩할 수 있다는 사실을 보이는 일이며, 동서와 남북의 대립속에서 그 중압과 견제를 지양하고, 자유·평화·번영·통일을 이룩하는 일이며, 한마디로 자립에 눈뜬 한 민족의 각성은 진실로 큰 힘을 발휘하는 것이라는 위대한 실증을 성공시키는 일입니다. 


우리는 이 위대한 실증을 70년대의 세계에 증언하기 위하여 모든 준비를 다하고 있읍니다. 하루속히 조국의 근대화를 완수하고, 자주·자립의 통일조국을 창건하는 역사적 대업을 착실하게 진행시키고 있읍니다. 나는 우리의 대도시에서부터 벽촌·낙도에 이르기까지, 민족중흥의 양광이 정체와 의타의 검은 안개를 무찌르고 서서히 퍼져나가, 자력전진에 의한 번영, 이른바 창조적인 자조의식이 움텄음을 응시하는 바입니다. 


친애하는 동포 여러분!


오늘로 시작되는 국정의 새 출발을 위해서 우리는 먼저 냉철한 이성과 슬기로운 자각으로 돌아가, 과열된 6·8선거로 빚어진 정쟁분위기를 냉각시키고, 사리와 당리를 초월한 국가의 대의와 국리민복의 증진을 생각해야 하겠읍니다. 우리는 민족사상 참으로 획기적인 역사적 과업에 이미 착수했읍니다. 균형있는 경제성장으로 아시아에 빛나는 공업국가를 만들기 위하여 우리는 위대한 전진을 하고 있는 것입니다. 이 좋은 기회를 놓치는 일이 있어서는 안되겠습니다. 


우리는 현재 진행중인 제2차 5개년계획을 추진하는데 온 국민의 공도의 노력을 집중해야 하겠읍니다. 정국의 안정은 경제발전의 대전제입니다. 6·8총선거가 유감스럽게도 입후보자들의 과열된 경합으로 그 분위기가 혼탁하게 되었고, 또 일부지역에서 일어난 선거의 부정은 급기야 6·8총선전체를 불명예스러운 것으로 인상주고 말았으니, 이것은 실로 우리 민주시민의 큰 실망이라 아니할 수 없습니다. 


6·8선거가 주고 간 오늘의 실망의 여건속에서, 우리가 찾아 나가야 할 길은 자포와 자기와 자학의 길이 아니라, 새로운 자신의 가능성을 찾아 내는 냉정과 지혜와 금도의 길인 것입니다. 법을 어긴 자에게는 법으로 다스리고, 민주주의과정에서 일어난 과오는 민주주의방식에 의하여 시정함이 민주사회에 있어서 최선의 방책임을 우리는 명심해야 하겠습니다. 


국민 여러분!


참신한 정치풍토의 조성과 평화적 정권교체는 민주주의를 하겠다는 우리 온 국민의 한결같은 염원이 아니겠읍니까? 이것은 또한 나의 변함없는 정치적 소신인 것입니다. 우리는 우리의 민주주의과정에 다소의 오점이 찍혔다고 해서, 민주주의를 하겠다는 우리의 노력과 시념에 변동을 가져와서는 안될 것입니다. 


우리가 성급한 나머지 과오의 시정을 변칙수단에 호소한다면, 그것은 오히려 평화적 정권교체라는 우리의 염원달성을 더욱 멀리하고야 마는 결과가 될 것입니다. 우리는 시련에 부딪칠수록 더욱 확고히 민주주의에 대한 신념을 가지고, 냉철한 이성과 지혜로써 민주주의원칙을 신봉해 나가는 인내와 용기가 있어야 할 것입니다. 


친애하는 국민 여러분!


나의 소원은 이땅에서 가난을 몰아내고 통일조국을 건설하는 것입니다. 우리가 바라는 사회는 소박하고, 근면하고, 정직하고, 성실한 서민사회가 바탕이 된 자주독립의 민주사회입니다. 우리의 적은 빈곤과 부정·부패와 공산주의입니다. 나는 이것을 우리의 삼대공적으로 생각합니다. 


빈곤은 생존을 부정할 뿐 아니라, 인간의 천부적인 개성을 억압하고, 정직과 성실과 창조력을 말살하는 것이며, 부정·부패는 인간의 양심과 친화력을 마비 저해하는 것이며, 공산주의는 우리의 자유와 인권과 양심을 파괴하는 것입니다. 


정녕 이 삼대공적이야말로 우리 민족의 중흥을 위한 투쟁에 있어서, 근본적으로 배격해야 할 공적이라고 아니할 수 없읍니다. 정직하고, 근면하고, 소박하고, 성실한 국민대중이 국가의 중추가 되고, 빈곤과 부패를 추방한 복지사회의 건설이라는 우리의 목표달성을 위해서, 나는 우리들이 보다 더 근로와 실무에 밝고 충실하며, 우리 주변의 사소한 구석구석을 눈여겨 개선하고, 사회생활의 윤리와 질서를 존중할 것을 희구합니다. 남을 헐뜯기 전에 자신을 돌아보고, 자기의 주장만을 옳다기 전에 주위를 두루 살피는 여유와 긍지를 가지기를 희구합니다. 그리하여 법과 질서와 슬기와 이치가 지배하는 사회가 되기를 희구합니다. 


친애하는 동포 여러분!


 나는 이러한 정의의 복지사회가 지금 우리가 추진하고 있는 공업입국의 대도를 통하여 이루어질 수 있고, 또 공업입국은 이러한 사회를 건설하는데 그 주안이 있음을 확신하는 바입니다. 경제건설없이는 빈곤의 추방이란 없을 뿐 아니라, 경제건설없이는 부정·부패의 온상이 되는 실업과 무직을 추방할 수 없기 때문이며, 또 그것 없이는 공산주의에 대한 승리, 즉 자유의 힘이 넘쳐흘러 북한의 동포를 해방하고 통일을 이룩할 수 없는 것입니다. 


공업입국에 관해서는 제2차 5개년계획을 골간으로 농공병진정책과 대국토건설계획을 국민앞에 공약으로 제시하고 이미 진행과정에 있읍니다만, 여기서 한가지 분명히 해둘 것은 경제개발의 지렛대가 되는 것은 진정 농업생산력의 증대에 있다는 나의 신념인 것입니다. 우리가 추진하는 조국의 근대화나 공업입국은 소위 비체계적인 공업편중방식이 아니라는 것입니다. 


우리의 근대화는 합리적이고 균형있는 산업구조·국토구조·소득구조의 형성을 목표로 전근대적인 제반구조를 개혁해 나가자는 것이요, 공업화와 중소기업을 농업생산의 터전위에서 발전시키는 삼위일체의 근대화작업을 하자는 것입니다. 


친애하는 국민 여러분!


지금 우리나라에는 시급히 부식해야 할 전근대적 요소가 많으며, 극복해야 할 장애물도 허다합니다. 정치로부터 경제·문화 전반에 걸쳐 말끔히 씻어야 할 비합리적 요소가 허다할 뿐 아니라, 또 계속해서 새로운 과제가 그 해결을 촉구하고 있습니다. 


그러나 난관극복의 길은 난관자체에 있는 것이 아니라, 바로 우리자신들의 의지속에 있는 것입니다. 불굴의 의지와 용기로써 조국의 근대화를 향해 위대한 전진의 발걸음을 재촉해야 하겠읍니다. 그리하여 통일의 대업을 완수해야 하겠습니다. 


우리는 기왕에도 몇차례 분단의 비극을 극복하고 통일하고야 말았던 영용한 민민의 피를 이어받고 있읍니다. 그러한 조상을 가진 우리가 어찌 통일을 이룩하지 못하겠읍니까? 협력하고 단합합시다! 통일을 향한 전진의 대열에는 너와 내가 있을 수 없고, 다만 우리가 있을 뿐입니다. 


끝으로 사랑하는 동포여러분의 영광과 행운을 빌고, 오늘 우리와 자리를 같이 하지 못하는 북한동포들에게 하느님의 은총있길 빌며, 멀리 우리를 찾아 이 식전에 참석하신 우방의 친우들에게 감사드리는 바입니다.",military_regime,authoritarian,inaugural,3799,837,foreign_or_security
1306274,박정희,제7대 대통령 취임사,1971.07.01,국내,취임사,"사랑하는 5천만 국내외 동포 여러분!


그리고 내외 귀빈 여러분!


제 2차 세계 대전의 포화가 멎은지 어느덧 4반세기, 오늘 우리는 인류의 이상인 평화와 번영을 다짐하는 새 시대의 문턱에 섰습니다.


나는 이 시기야말로, 인류가 대화와 협조의 윤리를 존중하여 공존 공영하는 세계 평화의 새 질서 확립의 기회요, 아시아인에게는 아시아 고유의 전통을 바탕으로 다양 속의 조화를 이룩해야 할 교류와 협력의 시기이며, 우리 한국 국민에게는 조국 근대화의 굳건한 터전 위에서 국토 분단의 비극을 종식시켜야 할 통일의 연대가 되어야 하겠다고 생각합니다.


이 역사적인 새 시대의 출발점에서 조국과 인류 사회를 위해 이바지해야 할 사명이 참으로 크고 또한 무거움을 통감하면서, 나는 겨레의 공복으로서 주저보다는 용기를 앞세우고, 편안보다는 보람을 일깨워 맡은 바 대임 완수에 심혈을 바칠 것을 역사와 민족 앞에 서약합니다.


친애하는 국민 여러분!


세계의 모든 나라들의 발전을 위하여 몸부림쳤던 60년대에, 우리들은 5.16혁명을 기폭으로 하여 오랜 의타와 묵은 껍질에서 벗어나 자립과 중흥의 반석위에 새 한국의 기초를 다져 놓았고, 경제 건설의 토양 위에서만 민주주의의 꽃이 길이 피어날 수 있음을 체험을 통해 실증하였으며, 개발과 성장에 있어서도 민주 체제가 공사 체제보다 훨씬 능률적이라는 자유 이념의 승리를 기록하였읍니다.


확실히 지난 60년대는 우리에게는 내부 성장에 치중한 내실기였다고 자부해도 좋을 것입니다.


이제 우리는 이를 토대로 하여 평화 지향의 새로운 국제 조류에 능동적으로 뛰어들어, 그 속에서 국가 목표 달성의 길을 모색하는 외향적 참여도 강화해야 할 시기에 들어섰다고 봅니다.


이른바 동서간의 해빙 기운이 점차 높아가는 가운데 미국과 중공의 화해 움직임이 싹트는 등, 최근 우리 주변에는 커다란 변화의 물결이 일어나고 있읍니다.


나는 이 같은 변화가 우리 아시아에 감도는 침략의 먹구름을 몰아내고 평화의 열풍으로 발전되어 나가는 커다란 계기가 되어지기를 기원하면서, 분단된 조국을 평화로운 방법으로 하루 속히 통일해야 하겠다는 굳은 결의를 다시 한번 중외에 선언하는 바입니다.


그러나 국민 여러분!


나는 우리의 이와 같은 기원과 아량과 결의가 다만 일방적일 따름이며, 한반도를 뒤덮고 있는 긴장의 짙은 안개는 좀처럼 가실 줄 모르는 이 냉혹한 현실을 안타깝게 여기지 않을 수 없읍니다.


북괴는 우리의 평화 통일 제의를 묵살하고 있을 뿐 아니라, 심지어는 세계 도처에서 『인민 전쟁』수출의 파괴적 역할까지 떠맡고 나서는 등, 아직도 시대 착오의 교조주의적 작풍을 버리지 않고 있으며, 바로 이 때문에 우리도 평화를 지향하는 희망적 판단과 행동을 부득이 유보하지 않을 수 없는 딱한 처지에 있는 것입니다.


따라서, 우리는 밖으로는 평화를 추구하고, 안으로는 자유 민주의 이념과 제도를 더욱더 다져 나가는 기본 입장을 견지하면서, 안보와 통일을 위한 노력을 과감하면서도 신중하게, 그리고 진취적이면서도 유연성있게 한걸음 한걸음 착실하게 기울여 나가야 한다고 믿습니다.


친애하는 국민 여러분!


우리 조상들이 일찌기 역사적 전환기를 맞아 이에 대처할 국력을 기르지 못한 탓으로, 뼈아픈 망국의 비애를 겪은지 어언 한 세기가 되려 하고 있는 이때, 우리는 또다시 세계사의 일대 변환기에 처하고 있읍니다.


이 마당에서 우리는 우리의 운명이 오직 우리들 자신의 자주 역량 여하에 따라 판가름될 것이라는 엄연한 역사의 법칙을 새로이 인식해야 하겠읍니다.


만일, 이 시점에서 우리가 또다시 우리의 국력을 기르는 데 실패하고 만다면, 우리 세대와 우리 후손들은 영영 낙오자고 되고 만다는 것을 나는 단언합니다.


우리는 민족의 시련을 극복해야 합니다. 한 시각도 조국의 자유와 겨레의 번영을 위한 걸음을 멈출 수는 없읍니다.


나는 통일과 중흥이 반드시 우리 시대에 이루어질 수 있다고 자신하며, 이를 성취하는 열쇠는 오로지 우리 자신의 힘, 즉 국력을 기르는 데 있다는 것을 강조합니다.


따라서, 70년대 중엽을 통일 국력 확보의 시기로 내다보고 모든 분야에서 우리의 수준을 높이고 국력을 기르는 데 나의 모든 것을 아낌없이 바칠 것입니다.


제3차 경제 개발 5개년 계획은 민주 발전의 자양소요, 민주 사회의 성장은 통일 기지의 확보인 것입니다.


나는 앞으로 중화학 공업 시대의 막을 올리고, 한강변의 기적을 4대강에 재현시킬 것이며, 수출 입국의 물결을 5대양에 일으키고, 농어촌을 근대화하여 우리 나라를 곧 중진국 상위권에 올려 놓고야 말 것입니다.


도시와 농촌의 발전을 균형화하고, 소득의 상대적 격차를 서서히, 그러나 착실하게 해소해 나갈 것이며, 특히 건설과 생산에 피땀어린 노고를 한 우리 농어민과 근로 역군들에게 충분한 보상이 돌아가도록 할 것입니다.


또한, 슬기로운 민족의 자질이 새로이 개발될 것을 확신하면서, 나는 선대의 빛나는 전통과 문화를 계승 발전시키고, 문예와 학술의 적극적이 창발로 문화 한국 중흥에 각별한 관심과 지원을 다할 것입니다.


그리하여, 해를 거듭하면서 국민 생활이 보다 품위 있고 더욱 윤택해질 때, 민주주의의 토양은 더욱 기름지고, 자율과 협동에 뿌리내린 개방 사회의 건실한 기풍은 우리에게 복지 문화 사회를 구현시킬 것으로 확신합니다.


한편, 나는 산업화 민주화 초기 과정에 따르는 사회 일부의 부조리 현상을 새로운 결의로 시정해 나갈 것을 명백히 밝힙니다.


그 방법은 결코 일시적이며 전시적 편법이 아니라, 예방과 치유의 기본 방향에서, 제도적인 개선과 보안을 포함한 광범위한 개혁이 될 것입니다.


우리들은 남을 탓하는 그 시간에 나 자신의 허물을 고치는 자기 정화를 생각하고, 거짓과 부정을 배격하는 그 의분으로 사치와 낭비를 몰아내고, 근면과 검소, 정직과 성실의 기풍을 일으키는 사회 혁신을 위하여 지도적 지위에 있는 사람들부터 말보다 실천을 앞세우는 조용한 정신 혁명을 전개해 나가야 하겠읍니다.


가정과 직장과 시회를 연결하는 넓은 생활 영역에 걸쳐, 이러한 근대 시민의 생활 이념을 일상화 하는 데 나 스스로 앞장설 것을 다짐하면서, 국민 여러분의 호응과 실천 있기를 호소합니다.


사랑하는 국민 여러분!


이제 우리는 경제 개발의 토대 위에서 국가 발전의 다음 단계에 대한 구상을 가다듬고, 그 전진 방향에 대한 국민적 합의를 서로 다짐할 때가 왔읍니다.


나라 살림을 앉아서 구경하는 방관자가 되지 말고, 여기에 발벗고 뛰어들어 함께 걱정하고 서로 힘써 나가는 참여자의 긍지를 가지고, 주인의 사명을 다하는 데서 보람을 찾는 국민이 될 것을 당부합니다.


국민들의 절대적인 지지와 신임을 바탕으로 어려운 국정 운영에 나의 모든 것을 바쳐 왔던 지난날을 돌이켜 보고 조국의 먼 앞날을 내다보면서, 나는 지금 이 순간 벅찬 감회 속에 조국을 향한 나의 간절한 소망을 다시 한번 되새겨 봅니다.


가난한 농촌의 아들로 태어나 동적 상잔의 비극적인 시대에 살면서, 나는 자나깨나 이 땅에서 가난을 몰아내고 남북의 부모 형제가 얼싸안고 재회의 기쁨을 누릴 통일 조국의 실현을 희구해 왔읍니다.


5천만 우리 민족이 삼천리 금수 강산 이 땅 위에서 자유와 번영과 평화의 기쁨을 누려보자는 나의 열망은 더욱 진하고 뜨거워짐을 절감합니다. 어찌 이것이 나 혼자만의 소망이겠읍니까, 남녘에 살거나, 북쪽에 살거나, 수륙 만리 이방에 살거나, 내 조국 내민족을 사랑하는 우리 국민 누가 나의 가슴 속에 타오르고 있는 민족의 염원이 아니겠습니까, 우리 함께 단결하고 분발하여 전진해 나갑시다.


이 소망, 이 염원이 우리들의 피땀어린 자주적 노력으로 활짝 피어나는 날, 그날은 바로 위대한 한국의 횃불을 온 누리에 밝히는 민족 성전의 축제일이 될 것을 나는 확신합니다. 

",military_regime,authoritarian,inaugural,3739,931,foreign_or_security
